user_id,signup_date,plan_type,monthly_fee,avg_weekly_usage_hours,support_tickets,payment_failures,tenure_months,last_login_days_ago,churn,Tenure_Group,Usage_Group,Payment_Risk
848,"2023-12-20 00:00:00",Basic,199,18.3,2,1,29,36,No,"1+ Year","High Usage","No/Low Delay"
849,"2024-05-02 00:00:00",Basic,199,19,1,0,17,10,No,"1+ Year","High Usage","No/Low Delay"
850,"2024-02-04 00:00:00",Standard,399,18.8,8,1,31,24,No,"1+ Year","High Usage","No/Low Delay"
851,"2024-04-04 00:00:00",Standard,399,4.1,6,0,17,18,No,"1+ Year","Low Usage","No/Low Delay"
852,"2023-12-29 00:00:00",Standard,399,24.1,0,0,21,58,No,"1+ Year","High Usage","No/Low Delay"
853,"2024-02-05 00:00:00",Standard,399,8.7,4,0,18,16,No,"1+ Year","Medium Usage","No/Low Delay"
854,"2023-07-04 00:00:00",Standard,399,18.5,3,4,16,21,No,"1+ Year","High Usage","High Delay"
855,"2024-06-21 00:00:00",Standard,399,0.8,0,0,36,0,No,"1+ Year","Low Usage","No/Low Delay"
856,"2024-09-26 00:00:00",Basic,199,9.1,4,2,29,12,Yes,"1+ Year","Medium Usage","No/Low Delay"
857,"2023-05-03 00:00:00",Basic,199,23.5,3,4,4,40,Yes,"0-6 Months","High Usage","High Delay"
858,"2023-10-29 00:00:00",Basic,199,9.7,2,0,9,44,Yes,"6-12 Months","Medium Usage","No/Low Delay"
859,"2023-11-28 00:00:00",Standard,399,16.2,4,3,5,44,No,"0-6 Months","High Usage","High Delay"
860,"2023-03-03 00:00:00",Standard,399,19.6,4,0,11,24,Yes,"6-12 Months","High Usage","No/Low Delay"
861,"2024-02-07 00:00:00",Standard,399,4.9,1,3,17,59,Yes,"1+ Year","Low Usage","High Delay"
862,"2023-04-19 00:00:00",Basic,199,3.2,8,3,32,13,Yes,"1+ Year","Low Usage","High Delay"
863,"2024-04-01 00:00:00",Standard,399,3,1,0,17,36,No,"1+ Year","Low Usage","No/Low Delay"
864,"2023-06-05 00:00:00",Basic,199,4.1,0,0,32,42,Yes,"1+ Year","Low Usage","No/Low Delay"
865,"2024-05-17 00:00:00",Premium,699,22.7,0,4,22,45,No,"1+ Year","High Usage","High Delay"
866,"2024-12-06 00:00:00",Standard,399,10.4,1,4,28,14,Yes,"1+ Year","Medium Usage","High Delay"
867,"2023-02-26 00:00:00",Standard,399,14.4,5,2,8,43,Yes,"6-12 Months","Medium Usage","No/Low Delay"
868,"2023-10-24 00:00:00",Premium,699,9.5,5,0,6,53,Yes,"6-12 Months","Medium Usage","No/Low Delay"
869,"2024-12-13 00:00:00",Premium,699,4.8,0,3,13,42,Yes,"1+ Year","Low Usage","High Delay"
870,"2024-03-24 00:00:00",Standard,399,16,5,3,7,5,No,"6-12 Months","High Usage","High Delay"
871,"2023-09-02 00:00:00",Premium,699,3.9,3,0,13,46,No,"1+ Year","Low Usage","No/Low Delay"
872,"2024-04-05 00:00:00",Standard,399,2,8,5,25,19,Yes,"1+ Year","Low Usage","High Delay"
873,"2023-08-05 00:00:00",Basic,199,8.8,5,5,3,2,Yes,"0-6 Months","Medium Usage","High Delay"
874,"2023-03-15 00:00:00",Premium,699,11.7,8,1,34,47,No,"1+ Year","Medium Usage","No/Low Delay"
875,"2023-02-16 00:00:00",Basic,199,12.5,0,3,10,58,No,"6-12 Months","Medium Usage","High Delay"
876,"2024-04-12 00:00:00",Basic,199,0.9,0,2,9,52,Yes,"6-12 Months","Low Usage","No/Low Delay"
877,"2024-09-22 00:00:00",Premium,699,21,1,0,11,7,No,"6-12 Months","High Usage","No/Low Delay"
878,"2024-11-25 00:00:00",Basic,199,20.2,6,2,5,51,No,"0-6 Months","High Usage","No/Low Delay"
879,"2023-08-07 00:00:00",Standard,399,3.5,8,1,21,20,No,"1+ Year","Low Usage","No/Low Delay"
880,"2023-06-22 00:00:00",Basic,199,8.7,1,2,12,9,No,"6-12 Months","Medium Usage","No/Low Delay"
881,"2023-05-17 00:00:00",Premium,699,14.1,7,1,24,59,No,"1+ Year","Medium Usage","No/Low Delay"
882,"2023-07-03 00:00:00",Basic,199,19.6,0,3,25,5,Yes,"1+ Year","High Usage","High Delay"
883,"2024-10-17 00:00:00",Basic,199,10.7,7,5,19,8,Yes,"1+ Year","Medium Usage","High Delay"
884,"2024-09-02 00:00:00",Standard,399,11.5,3,1,34,39,No,"1+ Year","Medium Usage","No/Low Delay"
885,"2023-12-23 00:00:00",Basic,199,15.5,1,5,32,52,No,"1+ Year","High Usage","High Delay"
886,"2024-09-25 00:00:00",Standard,399,14.2,3,0,1,33,No,"0-6 Months","Medium Usage","No/Low Delay"
887,"2023-02-24 00:00:00",Standard,399,12.9,7,5,35,42,Yes,"1+ Year","Medium Usage","High Delay"
888,"2023-02-14 00:00:00",Basic,199,20,7,3,8,11,Yes,"6-12 Months","High Usage","High Delay"
889,"2024-04-09 00:00:00",Basic,199,7.5,6,2,24,21,Yes,"1+ Year","Medium Usage","No/Low Delay"
890,"2024-05-11 00:00:00",Basic,199,18.6,8,1,7,10,No,"6-12 Months","High Usage","No/Low Delay"
891,"2023-11-30 00:00:00",Premium,699,2.2,3,5,8,28,Yes,"6-12 Months","Low Usage","High Delay"
892,"2023-08-22 00:00:00",Standard,399,18.8,5,1,13,49,Yes,"1+ Year","High Usage","No/Low Delay"
893,"2024-04-27 00:00:00",Basic,199,18.6,3,3,16,57,Yes,"1+ Year","High Usage","High Delay"
894,"2024-04-10 00:00:00",Premium,699,1.8,6,1,32,13,No,"1+ Year","Low Usage","No/Low Delay"
895,"2023-10-04 00:00:00",Basic,199,9.7,7,5,25,12,No,"1+ Year","Medium Usage","High Delay"
896,"2024-04-21 00:00:00",Basic,199,3.6,0,2,22,8,Yes,"1+ Year","Low Usage","No/Low Delay"
897,"2023-06-10 00:00:00",Standard,399,4.7,5,1,27,56,Yes,"1+ Year","Low Usage","No/Low Delay"
898,"2024-06-18 00:00:00",Premium,699,14.7,8,1,11,5,No,"6-12 Months","Medium Usage","No/Low Delay"
899,"2023-09-10 00:00:00",Standard,399,15,7,2,14,0,No,"1+ Year","Medium Usage","No/Low Delay"
900,"2024-08-10 00:00:00",Basic,199,11.1,3,4,21,60,Yes,"1+ Year","Medium Usage","High Delay"
901,"2023-02-04 00:00:00",Basic,199,24.5,0,3,27,46,No,"1+ Year","High Usage","High Delay"
902,"2024-07-25 00:00:00",Standard,399,10.2,1,3,34,31,Yes,"1+ Year","Medium Usage","High Delay"
903,"2023-04-03 00:00:00",Basic,199,23.8,2,2,27,18,Yes,"1+ Year","High Usage","No/Low Delay"
904,"2024-08-20 00:00:00",Basic,199,16.9,2,5,31,29,No,"1+ Year","High Usage","High Delay"
905,"2024-01-15 00:00:00",Basic,199,11.9,2,5,30,25,Yes,"1+ Year","Medium Usage","High Delay"
906,"2024-12-08 00:00:00",Premium,699,17.7,0,5,30,4,No,"1+ Year","High Usage","High Delay"
907,"2024-07-09 00:00:00",Standard,399,1.3,6,2,34,44,Yes,"1+ Year","Low Usage","No/Low Delay"
908,"2023-02-26 00:00:00",Premium,699,19.8,1,4,14,56,Yes,"1+ Year","High Usage","High Delay"
909,"2023-02-11 00:00:00",Premium,699,22.3,1,3,24,23,Yes,"1+ Year","High Usage","High Delay"
910,"2023-07-29 00:00:00",Standard,399,4.8,8,5,24,4,Yes,"1+ Year","Low Usage","High Delay"
911,"2024-08-17 00:00:00",Basic,199,6.3,1,5,22,30,No,"1+ Year","Medium Usage","High Delay"
912,"2024-05-30 00:00:00",Premium,699,19,3,2,14,22,No,"1+ Year","High Usage","No/Low Delay"
913,"2024-05-28 00:00:00",Premium,699,7.3,1,2,28,22,Yes,"1+ Year","Medium Usage","No/Low Delay"
914,"2023-10-27 00:00:00",Premium,699,12,8,5,8,52,Yes,"6-12 Months","Medium Usage","High Delay"
915,"2023-03-31 00:00:00",Standard,399,20.1,1,1,24,57,No,"1+ Year","High Usage","No/Low Delay"
916,"2023-04-25 00:00:00",Basic,199,22.5,4,0,26,6,Yes,"1+ Year","High Usage","No/Low Delay"
917,"2023-10-28 00:00:00",Premium,699,12.7,3,4,10,60,No,"6-12 Months","Medium Usage","High Delay"
918,"2024-10-22 00:00:00",Standard,399,23.3,7,2,35,26,Yes,"1+ Year","High Usage","No/Low Delay"
919,"2024-10-22 00:00:00",Basic,199,5.1,0,1,19,53,No,"1+ Year","Medium Usage","No/Low Delay"
920,"2024-06-26 00:00:00",Standard,399,14.7,5,3,27,37,Yes,"1+ Year","Medium Usage","High Delay"
921,"2023-08-21 00:00:00",Premium,699,11.7,2,2,29,10,No,"1+ Year","Medium Usage","No/Low Delay"
922,"2023-06-20 00:00:00",Standard,399,24.3,0,1,24,22,Yes,"1+ Year","High Usage","No/Low Delay"
923,"2024-12-10 00:00:00",Premium,699,17.9,4,1,11,11,No,"6-12 Months","High Usage","No/Low Delay"
924,"2024-03-27 00:00:00",Premium,699,4.5,1,0,10,20,No,"6-12 Months","Low Usage","No/Low Delay"
925,"2023-12-19 00:00:00",Standard,399,5,8,5,24,2,No,"1+ Year","Medium Usage","High Delay"
926,"2023-01-26 00:00:00",Basic,199,11.5,2,4,24,19,Yes,"1+ Year","Medium Usage","High Delay"
927,"2024-07-13 00:00:00",Standard,399,19.3,7,2,32,9,Yes,"1+ Year","High Usage","No/Low Delay"
928,"2024-08-10 00:00:00",Premium,699,16.4,4,3,22,57,Yes,"1+ Year","High Usage","High Delay"
929,"2024-05-05 00:00:00",Premium,699,20.1,7,2,10,44,Yes,"6-12 Months","High Usage","No/Low Delay"
930,"2023-08-14 00:00:00",Basic,199,17.1,1,2,9,1,No,"6-12 Months","High Usage","No/Low Delay"
931,"2024-06-23 00:00:00",Standard,399,2.8,0,4,23,41,Yes,"1+ Year","Low Usage","High Delay"
932,"2024-11-18 00:00:00",Basic,199,5.3,1,4,18,54,Yes,"1+ Year","Medium Usage","High Delay"
933,"2023-02-27 00:00:00",Basic,199,10.2,7,2,33,38,Yes,"1+ Year","Medium Usage","No/Low Delay"
934,"2023-10-19 00:00:00",Premium,699,10.2,6,2,24,24,Yes,"1+ Year","Medium Usage","No/Low Delay"
935,"2024-03-30 00:00:00",Standard,399,8,7,4,23,5,Yes,"1+ Year","Medium Usage","High Delay"
936,"2024-03-10 00:00:00",Premium,699,20.2,4,1,27,51,No,"1+ Year","High Usage","No/Low Delay"
937,"2024-06-21 00:00:00",Premium,699,3.9,1,1,27,13,Yes,"1+ Year","Low Usage","No/Low Delay"
938,"2023-10-07 00:00:00",Standard,399,23.4,6,0,5,0,No,"0-6 Months","High Usage","No/Low Delay"
939,"2023-10-24 00:00:00",Standard,399,14.1,2,1,12,11,No,"6-12 Months","Medium Usage","No/Low Delay"
940,"2024-04-19 00:00:00",Premium,699,1.5,4,4,32,19,Yes,"1+ Year","Low Usage","High Delay"
941,"2024-10-13 00:00:00",Basic,199,19.9,2,2,2,19,No,"0-6 Months","High Usage","No/Low Delay"
942,"2024-12-05 00:00:00",Standard,399,16.5,4,3,8,11,Yes,"6-12 Months","High Usage","High Delay"
943,"2024-01-06 00:00:00",Premium,699,1.2,4,3,16,4,Yes,"1+ Year","Low Usage","High Delay"
944,"2024-12-11 00:00:00",Premium,699,14.4,4,5,31,43,Yes,"1+ Year","Medium Usage","High Delay"
945,"2023-05-30 00:00:00",Basic,199,13.1,0,2,24,10,No,"1+ Year","Medium Usage","No/Low Delay"
946,"2024-01-05 00:00:00",Standard,399,22,2,2,30,10,Yes,"1+ Year","High Usage","No/Low Delay"
947,"2024-06-10 00:00:00",Standard,399,1.7,4,4,23,40,Yes,"1+ Year","Low Usage","High Delay"
948,"2024-12-02 00:00:00",Basic,199,19.2,2,4,12,20,No,"6-12 Months","High Usage","High Delay"
949,"2023-05-28 00:00:00",Standard,399,17.3,5,0,18,34,No,"1+ Year","High Usage","No/Low Delay"
950,"2023-06-16 00:00:00",Basic,199,13.2,5,3,9,26,Yes,"6-12 Months","Medium Usage","High Delay"
951,"2024-09-20 00:00:00",Basic,199,4.3,3,1,14,50,No,"1+ Year","Low Usage","No/Low Delay"
952,"2024-03-03 00:00:00",Premium,699,21.2,8,5,34,48,No,"1+ Year","High Usage","High Delay"
953,"2024-12-08 00:00:00",Standard,399,3.4,2,0,5,30,Yes,"0-6 Months","Low Usage","No/Low Delay"
954,"2023-01-30 00:00:00",Standard,399,20.5,8,2,9,11,No,"6-12 Months","High Usage","No/Low Delay"
955,"2023-08-03 00:00:00",Premium,699,5.9,2,5,8,14,Yes,"6-12 Months","Medium Usage","High Delay"
956,"2024-03-17 00:00:00",Basic,199,10.9,1,0,6,1,No,"6-12 Months","Medium Usage","No/Low Delay"
957,"2023-09-17 00:00:00",Basic,199,3.1,8,4,13,3,Yes,"1+ Year","Low Usage","High Delay"
958,"2024-09-08 00:00:00",Basic,199,7.9,0,0,5,50,Yes,"0-6 Months","Medium Usage","No/Low Delay"
959,"2023-10-12 00:00:00",Basic,199,5,5,0,13,5,Yes,"1+ Year","Medium Usage","No/Low Delay"
960,"2024-08-06 00:00:00",Premium,699,9.1,8,5,23,39,Yes,"1+ Year","Medium Usage","High Delay"
961,"2023-10-16 00:00:00",Basic,199,20.6,0,4,7,13,No,"6-12 Months","High Usage","High Delay"
962,"2024-12-25 00:00:00",Basic,199,0.6,1,1,35,58,Yes,"1+ Year","Low Usage","No/Low Delay"
963,"2023-07-05 00:00:00",Standard,399,17.6,2,3,24,43,No,"1+ Year","High Usage","High Delay"
964,"2023-11-18 00:00:00",Standard,399,10.9,8,1,25,26,Yes,"1+ Year","Medium Usage","No/Low Delay"
965,"2023-10-23 00:00:00",Basic,199,3.2,2,3,30,48,Yes,"1+ Year","Low Usage","High Delay"
966,"2024-09-06 00:00:00",Premium,699,2.5,7,0,3,24,Yes,"0-6 Months","Low Usage","No/Low Delay"
967,"2024-03-14 00:00:00",Premium,699,17.3,7,1,20,35,Yes,"1+ Year","High Usage","No/Low Delay"
968,"2024-11-21 00:00:00",Basic,199,22.4,7,5,5,23,Yes,"0-6 Months","High Usage","High Delay"
969,"2023-05-27 00:00:00",Standard,399,10.2,8,5,7,43,Yes,"6-12 Months","Medium Usage","High Delay"
970,"2023-06-22 00:00:00",Standard,399,17.5,1,5,26,59,No,"1+ Year","High Usage","High Delay"
971,"2024-02-18 00:00:00",Basic,199,24.4,5,1,24,38,No,"1+ Year","High Usage","No/Low Delay"
972,"2024-08-18 00:00:00",Basic,199,21,7,2,15,48,Yes,"1+ Year","High Usage","No/Low Delay"
973,"2024-02-19 00:00:00",Premium,699,19,6,2,18,30,Yes,"1+ Year","High Usage","No/Low Delay"
974,"2024-05-24 00:00:00",Standard,399,7.3,7,0,33,7,No,"1+ Year","Medium Usage","No/Low Delay"
975,"2023-07-03 00:00:00",Basic,199,1.2,0,0,9,31,No,"6-12 Months","Low Usage","No/Low Delay"
976,"2024-05-19 00:00:00",Standard,399,4.2,1,0,21,42,No,"1+ Year","Low Usage","No/Low Delay"
977,"2023-12-18 00:00:00",Standard,399,7.7,7,3,13,32,Yes,"1+ Year","Medium Usage","High Delay"
978,"2024-01-28 00:00:00",Premium,699,0.9,0,3,35,56,No,"1+ Year","Low Usage","High Delay"
979,"2024-07-24 00:00:00",Standard,399,21.4,7,3,21,2,Yes,"1+ Year","High Usage","High Delay"
980,"2024-02-03 00:00:00",Premium,699,22.2,2,3,20,27,Yes,"1+ Year","High Usage","High Delay"
981,"2024-08-08 00:00:00",Standard,399,14.4,7,5,8,35,Yes,"6-12 Months","Medium Usage","High Delay"
982,"2024-05-21 00:00:00",Standard,399,14.3,2,4,31,3,No,"1+ Year","Medium Usage","High Delay"
983,"2024-08-27 00:00:00",Premium,699,15.6,5,2,25,20,Yes,"1+ Year","High Usage","No/Low Delay"
984,"2024-10-02 00:00:00",Basic,199,21,5,5,9,37,Yes,"6-12 Months","High Usage","High Delay"
985,"2024-11-08 00:00:00",Standard,399,2.9,5,2,25,26,Yes,"1+ Year","Low Usage","No/Low Delay"
986,"2023-03-09 00:00:00",Basic,199,6.2,4,4,16,5,No,"1+ Year","Medium Usage","High Delay"
987,"2024-11-04 00:00:00",Standard,399,8.8,0,4,8,20,Yes,"6-12 Months","Medium Usage","High Delay"
988,"2023-01-23 00:00:00",Standard,399,22.6,4,0,33,44,Yes,"1+ Year","High Usage","No/Low Delay"
989,"2023-04-13 00:00:00",Standard,399,14.5,5,4,25,6,No,"1+ Year","Medium Usage","High Delay"
990,"2023-11-03 00:00:00",Premium,699,8.7,8,5,14,21,Yes,"1+ Year","Medium Usage","High Delay"
991,"2023-02-18 00:00:00",Standard,399,5.4,1,4,28,13,Yes,"1+ Year","Medium Usage","High Delay"
992,"2024-08-29 00:00:00",Standard,399,20.2,1,5,26,54,Yes,"1+ Year","High Usage","High Delay"
993,"2023-03-20 00:00:00",Standard,399,2.1,8,3,18,27,Yes,"1+ Year","Low Usage","High Delay"
994,"2023-07-24 00:00:00",Premium,699,12.9,4,3,20,42,Yes,"1+ Year","Medium Usage","High Delay"
995,"2023-07-04 00:00:00",Standard,399,6.7,8,3,26,42,No,"1+ Year","Medium Usage","High Delay"
996,"2024-04-23 00:00:00",Basic,199,21.6,7,1,34,42,No,"1+ Year","High Usage","No/Low Delay"
997,"2024-06-18 00:00:00",Standard,399,20.3,6,4,35,46,Yes,"1+ Year","High Usage","High Delay"
998,"2023-11-04 00:00:00",Basic,199,11.8,3,1,24,47,No,"1+ Year","Medium Usage","No/Low Delay"
999,"2023-10-01 00:00:00",Standard,399,8.3,1,5,27,13,No,"1+ Year","Medium Usage","High Delay"
1000,"2023-07-16 00:00:00",Standard,399,6.8,3,3,11,15,Yes,"6-12 Months","Medium Usage","High Delay"
1001,"2024-03-22 00:00:00",Basic,199,20,4,3,16,31,Yes,"1+ Year","High Usage","High Delay"
1002,"2023-10-12 00:00:00",Standard,399,5.4,4,1,3,1,No,"0-6 Months","Medium Usage","No/Low Delay"
1003,"2023-02-26 00:00:00",Premium,699,4.8,0,5,36,31,Yes,"1+ Year","Low Usage","High Delay"
1004,"2024-11-04 00:00:00",Basic,199,15.2,1,3,21,57,Yes,"1+ Year","High Usage","High Delay"
1005,"2024-05-27 00:00:00",Basic,199,23.6,2,1,26,7,No,"1+ Year","High Usage","No/Low Delay"
1006,"2023-09-01 00:00:00",Basic,199,16.8,8,2,34,31,No,"1+ Year","High Usage","No/Low Delay"
1007,"2024-02-04 00:00:00",Premium,699,19.4,5,2,8,53,Yes,"6-12 Months","High Usage","No/Low Delay"
1008,"2023-10-09 00:00:00",Premium,699,23.4,3,1,16,6,No,"1+ Year","High Usage","No/Low Delay"
1009,"2023-04-26 00:00:00",Standard,399,6.7,0,3,27,34,Yes,"1+ Year","Medium Usage","High Delay"
1010,"2023-05-29 00:00:00",Standard,399,10.9,3,2,35,56,No,"1+ Year","Medium Usage","No/Low Delay"
1011,"2024-09-12 00:00:00",Standard,399,18,4,0,31,41,No,"1+ Year","High Usage","No/Low Delay"
1012,"2024-10-16 00:00:00",Basic,199,17.4,3,2,4,35,Yes,"0-6 Months","High Usage","No/Low Delay"
1013,"2024-03-29 00:00:00",Premium,699,22.6,1,4,24,55,Yes,"1+ Year","High Usage","High Delay"
1014,"2023-08-30 00:00:00",Standard,399,22.8,6,2,1,19,Yes,"0-6 Months","High Usage","No/Low Delay"
1015,"2024-10-21 00:00:00",Standard,399,21.6,2,3,14,40,Yes,"1+ Year","High Usage","High Delay"
1016,"2023-12-07 00:00:00",Standard,399,7.2,1,3,3,30,No,"0-6 Months","Medium Usage","High Delay"
1017,"2023-03-09 00:00:00",Premium,699,22,1,1,28,44,Yes,"1+ Year","High Usage","No/Low Delay"
1018,"2023-01-29 00:00:00",Standard,399,15.3,8,5,27,20,Yes,"1+ Year","High Usage","High Delay"
1019,"2023-11-09 00:00:00",Basic,199,15.9,2,0,12,25,Yes,"6-12 Months","High Usage","No/Low Delay"
1020,"2024-10-26 00:00:00",Standard,399,3.2,3,4,6,45,No,"6-12 Months","Low Usage","High Delay"
1021,"2023-05-17 00:00:00",Basic,199,19.9,5,3,27,30,No,"1+ Year","High Usage","High Delay"
1022,"2024-01-12 00:00:00",Standard,399,17.3,5,2,12,12,Yes,"6-12 Months","High Usage","No/Low Delay"
1023,"2024-07-25 00:00:00",Basic,199,22,3,0,26,60,Yes,"1+ Year","High Usage","No/Low Delay"
1024,"2023-06-22 00:00:00",Premium,699,22.7,7,1,15,16,No,"1+ Year","High Usage","No/Low Delay"
1025,"2023-06-24 00:00:00",Basic,199,15.6,4,1,26,5,No,"1+ Year","High Usage","No/Low Delay"
1026,"2024-04-09 00:00:00",Premium,699,0.8,8,3,8,49,Yes,"6-12 Months","Low Usage","High Delay"
1027,"2023-09-30 00:00:00",Premium,699,3.4,3,1,32,60,No,"1+ Year","Low Usage","No/Low Delay"
1028,"2023-10-17 00:00:00",Standard,399,9.9,6,1,32,38,Yes,"1+ Year","Medium Usage","No/Low Delay"
1029,"2023-09-26 00:00:00",Premium,699,10.7,6,1,13,1,No,"1+ Year","Medium Usage","No/Low Delay"
1030,"2023-03-29 00:00:00",Basic,199,22.7,5,4,29,43,Yes,"1+ Year","High Usage","High Delay"
1031,"2024-12-31 00:00:00",Basic,199,3.8,5,5,31,25,Yes,"1+ Year","Low Usage","High Delay"
1032,"2023-02-23 00:00:00",Standard,399,18.5,4,0,28,6,No,"1+ Year","High Usage","No/Low Delay"
1033,"2024-09-04 00:00:00",Standard,399,12,5,4,16,60,Yes,"1+ Year","Medium Usage","High Delay"
1034,"2024-02-09 00:00:00",Premium,699,0.6,8,4,3,24,Yes,"0-6 Months","Low Usage","High Delay"
1035,"2023-06-23 00:00:00",Premium,699,3.7,8,0,24,37,Yes,"1+ Year","Low Usage","No/Low Delay"
1036,"2024-06-27 00:00:00",Premium,699,23.3,7,1,32,5,No,"1+ Year","High Usage","No/Low Delay"
1037,"2023-10-15 00:00:00",Standard,399,6.9,5,0,10,8,No,"6-12 Months","Medium Usage","No/Low Delay"
1038,"2023-09-28 00:00:00",Premium,699,23.2,4,2,24,39,No,"1+ Year","High Usage","No/Low Delay"
1039,"2023-06-04 00:00:00",Premium,699,11.2,2,2,21,47,No,"1+ Year","Medium Usage","No/Low Delay"
1040,"2024-04-26 00:00:00",Premium,699,1.8,2,0,29,14,Yes,"1+ Year","Low Usage","No/Low Delay"
1041,"2023-02-11 00:00:00",Standard,399,17.8,6,0,11,57,No,"6-12 Months","High Usage","No/Low Delay"
1042,"2023-06-01 00:00:00",Standard,399,24.7,8,3,23,29,Yes,"1+ Year","High Usage","High Delay"
1043,"2024-06-04 00:00:00",Basic,199,2.8,4,1,23,53,Yes,"1+ Year","Low Usage","No/Low Delay"
1044,"2024-03-02 00:00:00",Standard,399,14.8,0,4,14,49,Yes,"1+ Year","Medium Usage","High Delay"
1045,"2024-11-27 00:00:00",Basic,199,19.3,1,2,16,1,Yes,"1+ Year","High Usage","No/Low Delay"
1046,"2024-04-16 00:00:00",Basic,199,9.7,1,2,26,9,Yes,"1+ Year","Medium Usage","No/Low Delay"
1047,"2023-02-14 00:00:00",Premium,699,11.6,4,4,31,42,Yes,"1+ Year","Medium Usage","High Delay"
1048,"2024-10-21 00:00:00",Premium,699,8.5,2,1,29,55,Yes,"1+ Year","Medium Usage","No/Low Delay"
1049,"2023-04-05 00:00:00",Standard,399,20.1,1,4,21,60,No,"1+ Year","High Usage","High Delay"
1050,"2023-06-16 00:00:00",Standard,399,4.9,6,0,17,1,No,"1+ Year","Low Usage","No/Low Delay"
1051,"2024-03-18 00:00:00",Standard,399,7.5,2,0,26,19,No,"1+ Year","Medium Usage","No/Low Delay"
1052,"2024-01-12 00:00:00",Premium,699,22.6,2,2,20,42,Yes,"1+ Year","High Usage","No/Low Delay"
1053,"2024-03-09 00:00:00",Premium,699,12.5,6,3,13,17,No,"1+ Year","Medium Usage","High Delay"
1054,"2023-02-11 00:00:00",Basic,199,20.4,2,3,28,40,Yes,"1+ Year","High Usage","High Delay"
1055,"2024-05-22 00:00:00",Premium,699,24.3,3,5,22,43,No,"1+ Year","High Usage","High Delay"
1056,"2024-05-04 00:00:00",Premium,699,2.6,7,3,34,5,No,"1+ Year","Low Usage","High Delay"
1057,"2024-08-05 00:00:00",Standard,399,24.6,4,1,10,33,Yes,"6-12 Months","High Usage","No/Low Delay"
1058,"2024-02-27 00:00:00",Basic,199,2.4,0,4,36,6,Yes,"1+ Year","Low Usage","High Delay"
1059,"2024-05-30 00:00:00",Basic,199,16.7,4,2,30,16,No,"1+ Year","High Usage","No/Low Delay"
1060,"2024-02-07 00:00:00",Basic,199,18.6,7,1,8,50,Yes,"6-12 Months","High Usage","No/Low Delay"
1061,"2024-11-17 00:00:00",Basic,199,10.7,4,2,6,37,Yes,"6-12 Months","Medium Usage","No/Low Delay"
1062,"2024-09-10 00:00:00",Standard,399,8.9,2,1,17,11,Yes,"1+ Year","Medium Usage","No/Low Delay"
1063,"2023-06-25 00:00:00",Standard,399,11.1,0,0,7,25,Yes,"6-12 Months","Medium Usage","No/Low Delay"
1064,"2024-05-13 00:00:00",Premium,699,11.8,6,5,31,47,Yes,"1+ Year","Medium Usage","High Delay"
1065,"2023-01-15 00:00:00",Standard,399,17.4,6,2,24,5,Yes,"1+ Year","High Usage","No/Low Delay"
1066,"2023-05-29 00:00:00",Basic,199,20.5,3,0,8,13,No,"6-12 Months","High Usage","No/Low Delay"
1067,"2024-04-19 00:00:00",Premium,699,11.2,8,1,16,5,No,"1+ Year","Medium Usage","No/Low Delay"
1068,"2024-12-20 00:00:00",Basic,199,10.8,1,1,31,57,Yes,"1+ Year","Medium Usage","No/Low Delay"
1069,"2024-08-06 00:00:00",Standard,399,12.1,7,4,32,15,Yes,"1+ Year","Medium Usage","High Delay"
1070,"2024-03-01 00:00:00",Standard,399,8.7,1,5,4,54,No,"0-6 Months","Medium Usage","High Delay"
1071,"2024-08-28 00:00:00",Standard,399,25,0,3,36,25,Yes,"1+ Year","High Usage","High Delay"
1072,"2023-11-20 00:00:00",Premium,699,6.2,0,4,32,1,No,"1+ Year","Medium Usage","High Delay"
1073,"2024-10-23 00:00:00",Premium,699,7.1,6,3,5,7,Yes,"0-6 Months","Medium Usage","High Delay"
1074,"2024-04-25 00:00:00",Standard,399,17.6,0,1,29,18,No,"1+ Year","High Usage","No/Low Delay"
1075,"2024-09-08 00:00:00",Standard,399,6.2,3,4,29,58,No,"1+ Year","Medium Usage","High Delay"
1076,"2024-03-02 00:00:00",Premium,699,3.7,4,5,30,45,Yes,"1+ Year","Low Usage","High Delay"
1077,"2023-03-30 00:00:00",Premium,699,20,2,4,24,13,Yes,"1+ Year","High Usage","High Delay"
1078,"2024-03-01 00:00:00",Premium,699,3.7,3,1,31,38,Yes,"1+ Year","Low Usage","No/Low Delay"
1079,"2023-09-25 00:00:00",Standard,399,6.3,8,0,20,1,No,"1+ Year","Medium Usage","No/Low Delay"
1080,"2024-03-16 00:00:00",Standard,399,4.8,8,0,11,51,Yes,"6-12 Months","Low Usage","No/Low Delay"
1081,"2023-12-30 00:00:00",Basic,199,3.5,3,3,15,16,No,"1+ Year","Low Usage","High Delay"
1082,"2024-11-16 00:00:00",Basic,199,7.1,2,5,36,55,Yes,"1+ Year","Medium Usage","High Delay"
1083,"2023-04-19 00:00:00",Basic,199,23.2,7,3,4,53,No,"0-6 Months","High Usage","High Delay"
1084,"2023-05-01 00:00:00",Premium,699,20.7,0,4,7,6,Yes,"6-12 Months","High Usage","High Delay"
1085,"2024-05-25 00:00:00",Basic,199,4.3,4,5,24,28,Yes,"1+ Year","Low Usage","High Delay"
